Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_type,sex,SRA Study,TISSUE
SRR8615739,0.25,RNA-Seq,GCA_000001405.13,202,16398421004,NIBRI,PRJNA523380,SAMN10987919,Human,8161486218,G-401,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdoid_tumour,primary,Caucasian,SRX5414661,Illumina HiSeq 2500,cell line,RNASeq-G401_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:01:00Z,1,G401_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue
SRR8615741,41,RNA-Seq,GCA_000001405.13,202,26605980550,ATCC:GA-10,PRJNA523380,SAMN10987941,Human,14886119669,GA-10,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),primary,Caucasian,SRX5414659,Illumina HiSeq 2500,cell line,RNASeq-GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:16:00Z,1,GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615744,NA,RNA-Seq,GCA_000001405.13,202,15297831882,RIKEN:SH-10-TC,PRJNA523380,SAMN10987814,Human,7881180964,SH-10-TC,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414656,Illumina HiSeq 2500,cell line,RNASeq-SH10TC_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:57:00Z,1,SH10TC_STOMACH,cell culture,NA,SRP186687,stomach
SRR8615747,52,RNA-Seq,GCA_000001405.13,202,15250313806,NA,PRJNA523380,SAMN10988269,Human,7643251430,RL,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (B_cell_lymphoma_unspecified),metastasis,Caucasian,SRX5414653,Illumina HiSeq 2500,cell line,RNASeq-RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:00:00Z,1,RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615748,NA,RNA-Seq,GCA_000001405.13,202,22899633242,Garraway Lab,PRJNA523380,SAMN10989592,Human,12307704251,SF539,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414652,Illumina HiSeq 2500,cell line,RNASeq-SF539_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:15:00Z,1,SF539_CENTRAL_NERVOUS_SYSTEM,cell culture,NA,SRP186687,central_nervous_system
SRR8615751,NA,RNA-Seq,GCA_000001405.13,202,18409470788,NA,PRJNA523380,SAMN10988399,Human,9851762895,SF-172,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","glioma (astrocytoma_Grade_IV\, glioblastoma_multiforme)",NA,NA,SRX5414649,Illumina HiSeq 2500,cell line,RNASeq-SF172_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:04:00Z,1,SF172_CENTRAL_NERVOUS_SYSTEM,cell culture,female,SRP186687,central_nervous_system
SRR8615752,NA,RNA-Seq,GCA_000001405.13,202,16066374414,HSSRB,PRJNA523380,SAMN10987624,Human,8038330473,SF126,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma),primary,Caucasian,SRX5414648,Illumina HiSeq 2500,cell line,RNASeq-SF126_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:01:00Z,1,SF126_CENTRAL_NERVOUS_SYSTEM,cell culture,NA,SRP186687,central_nervous_system
SRR8615754,37,RNA-Seq,GCA_000001405.13,202,17033467998,NIBRI,PRJNA523380,SAMN10988180,Human,8519487535,U-937,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),metastasis,Caucasian,SRX5414646,Illumina HiSeq 2500,cell line,RNASeq-U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:00:00Z,1,U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615756,44,RNA-Seq,GCA_000001405.13,202,16654851520,ATCC:MDA-MB-157,PRJNA523380,SAMN10988196,Human,7833034742,MDA-MB-157,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","carcinoma (ductal_carcinoma\, medullary)",metastasis,African_american,SRX5414644,Illumina HiSeq 2500,cell line,RNASeq-MDAMB157_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:59:00Z,1,MDAMB157_BREAST,cell culture,female,SRP186687,breast
SRR8615757,NA,RNA-Seq,GCA_000001405.13,202,12766895102,HSRRB,PRJNA523380,SAMN10988206,Human,6044064634,MCAS,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414643,Illumina HiSeq 2500,cell line,RNASeq-MCAS_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:47:00Z,1,MCAS_OVARY,cell culture,female,SRP186687,ovary
SRR8615758,69,RNA-Seq,GCA_000001405.13,202,17882091410,ATCC:MCF7,PRJNA523380,SAMN10988179,Human,8914272659,MCF7,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414642,Illumina HiSeq 2500,cell line,RNASeq-MCF7_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:03:00Z,1,MCF7_BREAST,cell culture,female,SRP186687,breast
SRR8615760,NA,RNA-Seq,GCA_000001405.13,202,14085610288,ATCC:MC116,PRJNA523380,SAMN10987876,Human,6677865035,MC116,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (B_cell_lymphoma_unspecified),metastasis,Caucasian,SRX5414640,Illumina HiSeq 2500,cell line,RNASeq-MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:49:00Z,1,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615762,0.5,RNA-Seq,GCA_000001405.13,202,14563799030,DSMZ:M-07e,PRJNA523380,SAMN10988568,Human,6833733469,M-07e,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1","haematopoietic_neoplasm (acute_myeloid_leukaemia\, M7)",primary,Caucasian,SRX5414638,Illumina HiSeq 2500,cell line,RNASeq-M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:50:00Z,1,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615765,70,RNA-Seq,GCA_000001405.13,202,21917999496,ATCC:Panc 04.03,PRJNA523380,SAMN10988264,Human,11538815991,Panc 04.03,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414635,Illumina HiSeq 2500,cell line,RNASeq-PANC0403_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:16:00Z,1,PANC0403_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615766,56,RNA-Seq,GCA_000001405.13,202,15590012358,ATCC:MDA-MB-175-VII,PRJNA523380,SAMN10987665,Human,7362303645,MDA-MB-175-VII,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,African_american,SRX5414634,Illumina HiSeq 2500,cell line,RNASeq-MDAMB175VII_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:59:00Z,1,MDAMB175VII_BREAST,cell culture,female,SRP186687,breast
SRR8615769,64,RNA-Seq,GCA_000001405.13,202,22586971986,DSMZ:BFTC-909,PRJNA523380,SAMN10988547,Human,12665353975,BFTC-909,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414631,Illumina HiSeq 2500,cell line,RNASeq-BFTC909_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:24:00Z,1,BFTC909_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615771,71,RNA-Seq,GCA_000001405.13,202,25697689368,DSMZ:BEN,PRJNA523380,SAMN10988541,Human,14426392145,BEN,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414629,Illumina HiSeq 2500,cell line,RNASeq-BEN_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:24:00Z,1,BEN_LUNG,cell culture,male,SRP186687,lung
SRR8615773,76,RNA-Seq,GCA_000001405.13,202,21065381736,DSMZ:B-CPAP,PRJNA523380,SAMN10989558,Human,11686449920,B-CPAP,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (papillary_carcinoma),primary,Caucasian,SRX5414627,Illumina HiSeq 2500,cell line,RNASeq-BCPAP_THYROID,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:03:00Z,1,BCPAP_THYROID,cell culture,female,SRP186687,thyroid
SRR8615774,43,RNA-Seq,GCA_000001405.13,202,19345831890,ATCC:AU565,PRJNA523380,SAMN10987882,Human,9677405895,AU565,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414626,Illumina HiSeq 2500,cell line,RNASeq-AU565_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:06:00Z,1,AU565_BREAST,cell culture,female,SRP186687,breast
SRR8615776,63,RNA-Seq,GCA_000001405.13,202,25282341210,DSMZ:BHT-101,PRJNA523380,SAMN10988574,Human,14212346483,BHT-101,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (anaplastic_carcinoma),metastasis,Caucasian,SRX5414624,Illumina HiSeq 2500,cell line,RNASeq-BHT101_THYROID,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:18:00Z,1,BHT101_THYROID,cell culture,female,SRP186687,thyroid
SRR8615778,26,RNA-Seq,GCA_000001405.13,202,21350920250,ATCC:Hs 695T,PRJNA523380,SAMN10988229,Human,10506624719,Hs 695T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414622,Illumina HiSeq 2500,cell line,RNASeq-HS695T_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:11:00Z,1,HS695T_SKIN,cell culture,male,SRP186687,skin
SRR8615779,70,RNA-Seq,GCA_000001405.13,202,15214526476,ATCC:Hs 698.T,PRJNA523380,SAMN10988478,Human,7434918590,Hs 698.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414621,Illumina HiSeq 2500,cell line,RNASeq-HS698T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:04:00Z,1,HS698T_FIBROBLAST,cell culture,male,SRP186687,large_intestine
SRR8615781,74,RNA-Seq,GCA_000001405.13,202,17286507742,NIBRI,PRJNA523380,SAMN10988177,Human,8498429004,Hs 729,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",rhabdomyosarcoma,primary,Caucasian,SRX5414619,Illumina HiSeq 2500,cell line,RNASeq-HS729_SOFT_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:09:00Z,1,HS729_SOFT_TISSUE,cell culture,male,SRP186687,soft_tissue
SRR8615782,60,RNA-Seq,GCA_000001405.13,202,17659311670,ATCC:Hs 618.T,PRJNA523380,SAMN10987679,Human,8702918565,Hs 618.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414618,Illumina HiSeq 2500,cell line,RNASeq-HS618T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:15:00Z,1,HS618T_FIBROBLAST,cell culture,female,SRP186687,lung
SRR8615784,76,RNA-Seq,GCA_000001405.13,202,21117113734,NIBRI,PRJNA523380,SAMN10988175,Human,11233374025,Hs 683,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma,primary,Caucasian,SRX5414616,Illumina HiSeq 2500,cell line,RNASeq-HS683_CENTRAL_NERVOUS_SYSTEM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:10:00Z,1,HS683_CENTRAL_NERVOUS_SYSTEM,cell culture,male,SRP186687,central_nervous_system
SRR8615786,62,RNA-Seq,GCA_000001405.13,202,23104055020,ECACC:COLO 792,PRJNA523380,SAMN10987972,Human,12915220005,COLO 792,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414614,Illumina HiSeq 2500,cell line,RNASeq-COLO792_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:17:00Z,1,COLO792_SKIN,cell culture,male,SRP186687,skin
SRR8615787,48,RNA-Seq,GCA_000001405.13,202,17699300802,DSMZ:COLO-783,PRJNA523380,SAMN10987968,Human,9386841261,COLO-783,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414613,Illumina HiSeq 2500,cell line,RNASeq-COLO783_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:13:00Z,1,COLO783_SKIN,cell culture,female,SRP186687,skin
SRR8615788,69,RNA-Seq,GCA_000001405.13,202,17375583682,GNF,PRJNA523380,SAMN10988282,Human,8680918508,COLO 741,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,metastasis,Caucasian,SRX5414612,Illumina HiSeq 2500,cell line,RNASeq-COLO741_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:05:00Z,1,COLO741_SKIN,cell culture,female,SRP186687,skin
SRR8615790,10,RNA-Seq,GCA_000001405.13,202,16351204918,ATCC:Hs 737.T,PRJNA523380,SAMN10988166,Human,8046208577,Hs 737.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",giant_cell_tumour,primary,Caucasian,SRX5414610,Illumina HiSeq 2500,cell line,RNASeq-HS737T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:09:00Z,1,HS737T_FIBROBLAST,cell culture,female,SRP186687,bone
SRR8615793,47,RNA-Seq,GCA_000001405.13,202,17310847732,ECACC:COLO 668,PRJNA523380,SAMN10987711,Human,8546858686,COLO 668,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5414607,Illumina HiSeq 2500,cell line,RNASeq-COLO668_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:11:00Z,1,COLO668_LUNG,cell culture,female,SRP186687,lung
SRR8615794,NA,RNA-Seq,GCA_000001405.13,202,16162308860,NA,PRJNA523380,SAMN10989610,Human,8588228623,NCI-H2077;NCI-H1581,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,NA,SRX5414606,Illumina HiSeq 2500,cell line,RNASeq-NCIH2077_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:09:00Z,1,NCIH2077_LUNG,cell culture,NA,SRP186687,lung
SRR8615796,45,RNA-Seq,GCA_000001405.13,202,23868168298,ATCC:NCI-H2085,PRJNA523380,SAMN10987638,Human,12606523155,NCI-H2085,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414604,Illumina HiSeq 2500,cell line,RNASeq-NCIH2085_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:20:00Z,1,NCIH2085_LUNG,cell culture,male,SRP186687,lung
SRR8615797,74,RNA-Seq,GCA_000001405.13,202,20869139544,HSRRB,PRJNA523380,SAMN10988238,Human,11207116304,RERF-LC-Sq1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Asian,SRX5414603,Illumina HiSeq 2500,cell line,RNASeq-RERFLCSQ1_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:16:00Z,1,RERFLCSQ1_LUNG,cell culture,female,SRP186687,lung
SRR8615799,NA,RNA-Seq,GCA_000001405.13,202,22148341914,ATCC:NCI-H520,PRJNA523380,SAMN10987782,Human,11671295488,NCI-H520,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414601,Illumina HiSeq 2500,cell line,RNASeq-NCIH520_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:17:00Z,1,NCIH520_LUNG,cell culture,male,SRP186687,lung
SRR8615802,69,RNA-Seq,GCA_000001405.13,202,22374823708,ATCC:NCI-H2087,PRJNA523380,SAMN10987636,Human,11796889486,NCI-H2087,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414598,Illumina HiSeq 2500,cell line,RNASeq-NCIH2087_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:23:00Z,1,NCIH2087_LUNG,cell culture,male,SRP186687,lung
SRR8615803,NA,RNA-Seq,GCA_000001405.13,202,14164284238,ATCC:RKO,PRJNA523380,SAMN10988176,Human,7133259421,RKO,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,African_american,SRX5414597,Illumina HiSeq 2500,cell line,RNASeq-RKO_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:47:00Z,1,RKO_LARGE_INTESTINE,cell culture,NA,SRP186687,large_intestine
SRR8615806,NA,RNA-Seq,GCA_000001405.13,202,25027325906,NIBRI,PRJNA523380,SAMN10988059,Human,13208338284,NCI-H3255,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414594,Illumina HiSeq 2500,cell line,RNASeq-NCIH3255_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:25:00Z,1,NCIH3255_LUNG,cell culture,NA,SRP186687,lung
SRR8615807,52,RNA-Seq,GCA_000001405.13,202,19208553902,EACC,PRJNA523380,SAMN10987678,Human,10130050682,NCI-H322,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414593,Illumina HiSeq 2500,cell line,RNASeq-NCIH322_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:16:00Z,1,NCIH322_LUNG,cell culture,male,SRP186687,lung
SRR8615810,NA,RNA-Seq,GCA_000001405.13,202,21292542856,ATCC:NCI-H460,PRJNA523380,SAMN10987808,Human,10623711676,NCI-H460,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),metastasis,Caucasian,SRX5414590,Illumina HiSeq 2500,cell line,RNASeq-NCIH460_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:30:00Z,1,NCIH460_LUNG,cell culture,male,SRP186687,lung
SRR8615811,61,RNA-Seq,GCA_000001405.13,202,19129933482,ATCC:NCI-H446,PRJNA523380,SAMN10988349,Human,9558894894,NCI-H446,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,Caucasian,SRX5414589,Illumina HiSeq 2500,cell line,RNASeq-NCIH446_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:04:00Z,1,NCIH446_LUNG,cell culture,male,SRP186687,lung
SRR8615814,65,RNA-Seq,GCA_000001405.13,202,23051097892,ATCC:NCI-H2126,PRJNA523380,SAMN10988437,Human,12189452072,NCI-H2126,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),metastasis,Caucasian,SRX5414586,Illumina HiSeq 2500,cell line,RNASeq-NCIH2126_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:22:00Z,1,NCIH2126_LUNG,cell culture,male,SRP186687,lung
SRR8615815,43,RNA-Seq,GCA_000001405.13,202,21082414982,KCLB:HCC-1438,PRJNA523380,SAMN10987962,Human,11766410709,HCC-1438,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (large_cell_carcinoma),primary,African_american,SRX5414585,Illumina HiSeq 2500,cell line,RNASeq-HCC1438_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:22:00Z,1,HCC1438_LUNG,cell culture,male,SRP186687,lung
SRR8615816,49,RNA-Seq,GCA_000001405.13,202,24808508800,ATCC:HCC1428,PRJNA523380,SAMN10988527,Human,13913674574,HCC1428,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414584,Illumina HiSeq 2500,cell line,RNASeq-HCC1428_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:17:00Z,1,HCC1428_BREAST,cell culture,female,SRP186687,breast
SRR8615818,58,RNA-Seq,GCA_000001405.13,202,22623510958,KCLB:HCC-1171,PRJNA523380,SAMN10987756,Human,12675631214,HCC-1171,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5414582,Illumina HiSeq 2500,cell line,RNASeq-HCC1171_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-24T00:21:00Z,1,HCC1171_LUNG,cell culture,male,SRP186687,lung
